stateName,vehicleType,pollutant (g/mi),,EF_2023
TENNESSEE,"Single Unit Long-haul Truck, Diesel",CO,,0.790
TEXAS,"Single Unit Long-haul Truck, Diesel",CO,,0.794
UTAH,"Single Unit Long-haul Truck, Diesel",CO,,0.787
VERMONT,"Single Unit Long-haul Truck, Diesel",CO,,0.725
VIRGINIA,"Single Unit Long-haul Truck, Diesel",CO,,0.776
WASHINGTON,"Single Unit Long-haul Truck, Diesel",CO,,0.785
WEST VIRGINIA,"Single Unit Long-haul Truck, Diesel",CO,,0.751
WISCONSIN,"Single Unit Long-haul Truck, Diesel",CO,,0.757
WYOMING,"Single Unit Long-haul Truck, Diesel",CO,,0.723
ALABAMA,"Single Unit Long-haul Truck, Gasoline",CO,,3.467
ALASKA,"Single Unit Long-haul Truck, Gasoline",CO,,3.323
ARIZONA,"Single Unit Long-haul Truck, Gasoline",CO,,3.287
ARKANSAS,"Single Unit Long-haul Truck, Gasoline",CO,,3.564
CALIFORNIA,"Single Unit Long-haul Truck, Gasoline",CO,,3.024
COLORADO,"Single Unit Long-haul Truck, Gasoline",CO,,3.396
CONNECTICUT,"Single Unit Long-haul Truck, Gasoline",CO,,3.221
DELAWARE,"Single Unit Long-haul Truck, Gasoline",CO,,3.182
DISTRICT OF COLUMBIA,"Single Unit Long-haul Truck, Gasoline",CO,,2.937
FLORIDA,"Single Unit Long-haul Truck, Gasoline",CO,,3.373
GEORGIA,"Single Unit Long-haul Truck, Gasoline",CO,,3.441
HAWAII,"Single Unit Long-haul Truck, Gasoline",CO,,3.547
IDAHO,"Single Unit Long-haul Truck, Gasoline",CO,,3.452
ILLINOIS,"Single Unit Long-haul Truck, Gasoline",CO,,3.290
INDIANA,"Single Unit Long-haul Truck, Gasoline",CO,,3.491
IOWA,"Single Unit Long-haul Truck, Gasoline",CO,,3.585
KANSAS,"Single Unit Long-haul Truck, Gasoline",CO,,3.589
KENTUCKY,"Single Unit Long-haul Truck, Gasoline",CO,,3.536
LOUISIANA,"Single Unit Long-haul Truck, Gasoline",CO,,3.478
MAINE,"Single Unit Long-haul Truck, Gasoline",CO,,3.397
MARYLAND,"Single Unit Long-haul Truck, Gasoline",CO,,3.245
MASSACHUSETTS,"Single Unit Long-haul Truck, Gasoline",CO,,3.169
MICHIGAN,"Single Unit Long-haul Truck, Gasoline",CO,,3.494
MINNESOTA,"Single Unit Long-haul Truck, Gasoline",CO,,3.492
MISSISSIPPI,"Single Unit Long-haul Truck, Gasoline",CO,,3.508
MISSOURI,"Single Unit Long-haul Truck, Gasoline",CO,,3.518
MONTANA,"Single Unit Long-haul Truck, Gasoline",CO,,3.489
NEBRASKA,"Single Unit Long-haul Truck, Gasoline",CO,,3.612
NEVADA,"Single Unit Long-haul Truck, Gasoline",CO,,3.589
NEW HAMPSHIRE,"Single Unit Long-haul Truck, Gasoline",CO,,3.335
NEW JERSEY,"Single Unit Long-haul Truck, Gasoline",CO,,3.178
NEW MEXICO,"Single Unit Long-haul Truck, Gasoline",CO,,3.584
NEW YORK,"Single Unit Long-haul Truck, Gasoline",CO,,3.324
NORTH CAROLINA,"Single Unit Long-haul Truck, Gasoline",CO,,3.464
NORTH DAKOTA,"Single Unit Long-haul Truck, Gasoline",CO,,3.554
OHIO,"Single Unit Long-haul Truck, Gasoline",CO,,3.531
OKLAHOMA,"Single Unit Long-haul Truck, Gasoline",CO,,3.569
OREGON,"Single Unit Long-haul Truck, Gasoline",CO,,3.391
PENNSYLVANIA,"Single Unit Long-haul Truck, Gasoline",CO,,3.442
RHODE ISLAND,"Single Unit Long-haul Truck, Gasoline",CO,,3.208
SOUTH CAROLINA,"Single Unit Long-haul Truck, Gasoline",CO,,3.494
SOUTH DAKOTA,"Single Unit Long-haul Truck, Gasoline",CO,,3.600
TENNESSEE,"Single Unit Long-haul Truck, Gasoline",CO,,3.500
TEXAS,"Single Unit Long-haul Truck, Gasoline",CO,,3.304
UTAH,"Single Unit Long-haul Truck, Gasoline",CO,,3.406
VERMONT,"Single Unit Long-haul Truck, Gasoline",CO,,3.558
VIRGINIA,"Single Unit Long-haul Truck, Gasoline",CO,,3.375
WASHINGTON,"Single Unit Long-haul Truck, Gasoline",CO,,3.406
WEST VIRGINIA,"Single Unit Long-haul Truck, Gasoline",CO,,3.556
WISCONSIN,"Single Unit Long-haul Truck, Gasoline",CO,,3.437
WYOMING,"Single Unit Long-haul Truck, Gasoline",CO,,3.519
ALABAMA,"Single Unit Short-haul Truck, Diesel",CO,,0.893
ALASKA,"Single Unit Short-haul Truck, Diesel",CO,,0.892
ARIZONA,"Single Unit Short-haul Truck, Diesel",CO,,0.929
ARKANSAS,"Single Unit Short-haul Truck, Diesel",CO,,0.861
CALIFORNIA,"Single Unit Short-haul Truck, Diesel",CO,,0.923
COLORADO,"Single Unit Short-haul Truck, Diesel",CO,,0.899
CONNECTICUT,"Single Unit Short-haul Truck, Diesel",CO,,0.934
DELAWARE,"Single Unit Short-haul Truck, Diesel",CO,,0.951
DISTRICT OF COLUMBIA,"Single Unit Short-haul Truck, Diesel",CO,,1.188
FLORIDA,"Single Unit Short-haul Truck, Diesel",CO,,0.981
GEORGIA,"Single Unit Short-haul Truck, Diesel",CO,,0.921
HAWAII,"Single Unit Short-haul Truck, Diesel",CO,,0.976
IDAHO,"Single Unit Short-haul Truck, Diesel",CO,,0.850
ILLINOIS,"Single Unit Short-haul Truck, Diesel",CO,,0.932
INDIANA,"Single Unit Short-haul Truck, Diesel",CO,,0.896
IOWA,"Single Unit Short-haul Truck, Diesel",CO,,0.843
KANSAS,"Single Unit Short-haul Truck, Diesel",CO,,0.848
KENTUCKY,"Single Unit Short-haul Truck, Diesel",CO,,0.845
LOUISIANA,"Single Unit Short-haul Truck, Diesel",CO,,0.893
MAINE,"Single Unit Short-haul Truck, Diesel",CO,,0.825
MARYLAND,"Single Unit Short-haul Truck, Diesel",CO,,0.931
MASSACHUSETTS,"Single Unit Short-haul Truck, Diesel",CO,,0.983
MICHIGAN,"Single Unit Short-haul Truck, Diesel",CO,,0.910
MINNESOTA,"Single Unit Short-haul Truck, Diesel",CO,,0.873
MISSISSIPPI,"Single Unit Short-haul Truck, Diesel",CO,,0.850
MISSOURI,"Single Unit Short-haul Truck, Diesel",CO,,0.835
MONTANA,"Single Unit Short-haul Truck, Diesel",CO,,0.814
NEBRASKA,"Single Unit Short-haul Truck, Diesel",CO,,0.836
NEVADA,"Single Unit Short-haul Truck, Diesel",CO,,0.937
NEW HAMPSHIRE,"Single Unit Short-haul Truck, Diesel",CO,,0.871
NEW JERSEY,"Single Unit Short-haul Truck, Diesel",CO,,0.973
NEW MEXICO,"Single Unit Short-haul Truck, Diesel",CO,,0.854
NEW YORK,"Single Unit Short-haul Truck, Diesel",CO,,0.929
NORTH CAROLINA,"Single Unit Short-haul Truck, Diesel",CO,,0.901
NORTH DAKOTA,"Single Unit Short-haul Truck, Diesel",CO,,0.821
OHIO,"Single Unit Short-haul Truck, Diesel",CO,,0.895
OKLAHOMA,"Single Unit Short-haul Truck, Diesel",CO,,0.854
OREGON,"Single Unit Short-haul Truck, Diesel",CO,,0.895
PENNSYLVANIA,"Single Unit Short-haul Truck, Diesel",CO,,0.898
RHODE ISLAND,"Single Unit Short-haul Truck, Diesel",CO,,0.948
SOUTH CAROLINA,"Single Unit Short-haul Truck, Diesel",CO,,0.879
SOUTH DAKOTA,"Single Unit Short-haul Truck, Diesel",CO,,0.803
TENNESSEE,"Single Unit Short-haul Truck, Diesel",CO,,0.902
TEXAS,"Single Unit Short-haul Truck, Diesel",CO,,0.909
UTAH,"Single Unit Short-haul Truck, Diesel",CO,,0.898
VERMONT,"Single Unit Short-haul Truck, Diesel",CO,,0.810
VIRGINIA,"Single Unit Short-haul Truck, Diesel",CO,,0.883
WASHINGTON,"Single Unit Short-haul Truck, Diesel",CO,,0.896
WEST VIRGINIA,"Single Unit Short-haul Truck, Diesel",CO,,0.847
WISCONSIN,"Single Unit Short-haul Truck, Diesel",CO,,0.856
WYOMING,"Single Unit Short-haul Truck, Diesel",CO,,0.806
ALABAMA,"Single Unit Short-haul Truck, Gasoline",CO,,4.404
ALASKA,"Single Unit Short-haul Truck, Gasoline",CO,,5.160
ARIZONA,"Single Unit Short-haul Truck, Gasoline",CO,,4.355
ARKANSAS,"Single Unit Short-haul Truck, Gasoline",CO,,4.506
CALIFORNIA,"Single Unit Short-haul Truck, Gasoline",CO,,4.198
COLORADO,"Single Unit Short-haul Truck, Gasoline",CO,,4.545
CONNECTICUT,"Single Unit Short-haul Truck, Gasoline",CO,,4.477
DELAWARE,"Single Unit Short-haul Truck, Gasoline",CO,,4.246
DISTRICT OF COLUMBIA,"Single Unit Short-haul Truck, Gasoline",CO,,3.921
FLORIDA,"Single Unit Short-haul Truck, Gasoline",CO,,4.351
GEORGIA,"Single Unit Short-haul Truck, Gasoline",CO,,4.444
HAWAII,"Single Unit Short-haul Truck, Gasoline",CO,,4.527
IDAHO,"Single Unit Short-haul Truck, Gasoline",CO,,4.525
ILLINOIS,"Single Unit Short-haul Truck, Gasoline",CO,,4.423
INDIANA,"Single Unit Short-haul Truck, Gasoline",CO,,4.517
IOWA,"Single Unit Short-haul Truck, Gasoline",CO,,4.526
KANSAS,"Single Unit Short-haul Truck, Gasoline",CO,,4.595
KENTUCKY,"Single Unit Short-haul Truck, Gasoline",CO,,4.579
LOUISIANA,"Single Unit Short-haul Truck, Gasoline",CO,,4.460
MAINE,"Single Unit Short-haul Truck, Gasoline",CO,,4.389
MARYLAND,"Single Unit Short-haul Truck, Gasoline",CO,,4.407
MASSACHUSETTS,"Single Unit Short-haul Truck, Gasoline",CO,,4.424
MICHIGAN,"Single Unit Short-haul Truck, Gasoline",CO,,4.531
MINNESOTA,"Single Unit Short-haul Truck, Gasoline",CO,,4.588
MISSISSIPPI,"Single Unit Short-haul Truck, Gasoline",CO,,4.398
MISSOURI,"Single Unit Short-haul Truck, Gasoline",CO,,4.646
MONTANA,"Single Unit Short-haul Truck, Gasoline",CO,,4.532
NEBRASKA,"Single Unit Short-haul Truck, Gasoline",CO,,4.621
NEVADA,"Single Unit Short-haul Truck, Gasoline",CO,,4.677
NEW HAMPSHIRE,"Single Unit Short-haul Truck, Gasoline",CO,,4.423
NEW JERSEY,"Single Unit Short-haul Truck, Gasoline",CO,,4.402
NEW MEXICO,"Single Unit Short-haul Truck, Gasoline",CO,,4.551
NEW YORK,"Single Unit Short-haul Truck, Gasoline",CO,,4.485
NORTH CAROLINA,"Single Unit Short-haul Truck, Gasoline",CO,,4.466
NORTH DAKOTA,"Single Unit Short-haul Truck, Gasoline",CO,,4.582
OHIO,"Single Unit Short-haul Truck, Gasoline",CO,,4.605
OKLAHOMA,"Single Unit Short-haul Truck, Gasoline",CO,,4.503
OREGON,"Single Unit Short-haul Truck, Gasoline",CO,,4.462
PENNSYLVANIA,"Single Unit Short-haul Truck, Gasoline",CO,,4.536
RHODE ISLAND,"Single Unit Short-haul Truck, Gasoline",CO,,4.441
SOUTH CAROLINA,"Single Unit Short-haul Truck, Gasoline",CO,,4.461
SOUTH DAKOTA,"Single Unit Short-haul Truck, Gasoline",CO,,4.692
TENNESSEE,"Single Unit Short-haul Truck, Gasoline",CO,,4.525
TEXAS,"Single Unit Short-haul Truck, Gasoline",CO,,4.315
UTAH,"Single Unit Short-haul Truck, Gasoline",CO,,4.580
VERMONT,"Single Unit Short-haul Truck, Gasoline",CO,,4.531
VIRGINIA,"Single Unit Short-haul Truck, Gasoline",CO,,4.450
WASHINGTON,"Single Unit Short-haul Truck, Gasoline",CO,,4.580
WEST VIRGINIA,"Single Unit Short-haul Truck, Gasoline",CO,,4.529
WISCONSIN,"Single Unit Short-haul Truck, Gasoline",CO,,4.513
WYOMING,"Single Unit Short-haul Truck, Gasoline",CO,,4.628
ALABAMA,"Transit Bus, CNG",CO,,18.235
ALASKA,"Transit Bus, CNG",CO,,18.177
ARIZONA,"Transit Bus, CNG",CO,,18.431
ARKANSAS,"Transit Bus, CNG",CO,,17.980
CALIFORNIA,"Transit Bus, CNG",CO,,18.346
COLORADO,"Transit Bus, CNG",CO,,18.221
CONNECTICUT,"Transit Bus, CNG",CO,,18.405
DELAWARE,"Transit Bus, CNG",CO,,18.640
DISTRICT OF COLUMBIA,"Transit Bus, CNG",CO,,20.202
FLORIDA,"Transit Bus, CNG",CO,,18.812
GEORGIA,"Transit Bus, CNG",CO,,18.394
HAWAII,"Transit Bus, CNG",CO,,18.799
IDAHO,"Transit Bus, CNG",CO,,17.884
ILLINOIS,"Transit Bus, CNG",CO,,18.461
INDIANA,"Transit Bus, CNG",CO,,18.231
IOWA,"Transit Bus, CNG",CO,,17.859
KANSAS,"Transit Bus, CNG",CO,,17.852
KENTUCKY,"Transit Bus, CNG",CO,,17.815
LOUISIANA,"Transit Bus, CNG",CO,,18.197
MAINE,"Transit Bus, CNG",CO,,17.711
MARYLAND,"Transit Bus, CNG",CO,,18.420
MASSACHUSETTS,"Transit Bus, CNG",CO,,18.744
MICHIGAN,"Transit Bus, CNG",CO,,18.332
MINNESOTA,"Transit Bus, CNG",CO,,18.081
MISSISSIPPI,"Transit Bus, CNG",CO,,17.919
MISSOURI,"Transit Bus, CNG",CO,,17.700
MONTANA,"Transit Bus, CNG",CO,,17.598
NEBRASKA,"Transit Bus, CNG",CO,,17.764
NEVADA,"Transit Bus, CNG",CO,,18.488
NEW HAMPSHIRE,"Transit Bus, CNG",CO,,18.043
NEW JERSEY,"Transit Bus, CNG",CO,,18.676
NEW MEXICO,"Transit Bus, CNG",CO,,17.923
NEW YORK,"Transit Bus, CNG",CO,,18.409
NORTH CAROLINA,"Transit Bus, CNG",CO,,18.260
NORTH DAKOTA,"Transit Bus, CNG",CO,,17.686
OHIO,"Transit Bus, CNG",CO,,18.189
OKLAHOMA,"Transit Bus, CNG",CO,,17.928
OREGON,"Transit Bus, CNG",CO,,18.231
PENNSYLVANIA,"Transit Bus, CNG",CO,,18.211
RHODE ISLAND,"Transit Bus, CNG",CO,,18.521
SOUTH CAROLINA,"Transit Bus, CNG",CO,,18.111
SOUTH DAKOTA,"Transit Bus, CNG",CO,,17.483
TENNESSEE,"Transit Bus, CNG",CO,,18.250
TEXAS,"Transit Bus, CNG",CO,,18.304
UTAH,"Transit Bus, CNG",CO,,18.196
VERMONT,"Transit Bus, CNG",CO,,17.579
VIRGINIA,"Transit Bus, CNG",CO,,18.107
WASHINGTON,"Transit Bus, CNG",CO,,18.182
WEST VIRGINIA,"Transit Bus, CNG",CO,,17.873
WISCONSIN,"Transit Bus, CNG",CO,,17.954
WYOMING,"Transit Bus, CNG",CO,,17.498
ALABAMA,"Transit Bus, Diesel",CO,,1.578
ALASKA,"Transit Bus, Diesel",CO,,1.576
ARIZONA,"Transit Bus, Diesel",CO,,1.629
ARKANSAS,"Transit Bus, Diesel",CO,,1.517
CALIFORNIA,"Transit Bus, Diesel",CO,,1.604
COLORADO,"Transit Bus, Diesel",CO,,1.576
CONNECTICUT,"Transit Bus, Diesel",CO,,1.614
DELAWARE,"Transit Bus, Diesel",CO,,1.671
DISTRICT OF COLUMBIA,"Transit Bus, Diesel",CO,,2.048
FLORIDA,"Transit Bus, Diesel",CO,,1.717
GEORGIA,"Transit Bus, Diesel",CO,,1.615
HAWAII,"Transit Bus, Diesel",CO,,1.704
IDAHO,"Transit Bus, Diesel",CO,,1.502
ILLINOIS,"Transit Bus, Diesel",CO,,1.635
INDIANA,"Transit Bus, Diesel",CO,,1.580
IOWA,"Transit Bus, Diesel",CO,,1.488
KANSAS,"Transit Bus, Diesel",CO,,1.491
KENTUCKY,"Transit Bus, Diesel",CO,,1.488
LOUISIANA,"Transit Bus, Diesel",CO,,1.572
MAINE,"Transit Bus, Diesel",CO,,1.451
MARYLAND,"Transit Bus, Diesel",CO,,1.619
MASSACHUSETTS,"Transit Bus, Diesel",CO,,1.696
MICHIGAN,"Transit Bus, Diesel",CO,,1.600
MINNESOTA,"Transit Bus, Diesel",CO,,1.535
MISSISSIPPI,"Transit Bus, Diesel",CO,,1.500
MISSOURI,"Transit Bus, Diesel",CO,,1.459
MONTANA,"Transit Bus, Diesel",CO,,1.433
NEBRASKA,"Transit Bus, Diesel",CO,,1.472
NEVADA,"Transit Bus, Diesel",CO,,1.642
NEW HAMPSHIRE,"Transit Bus, Diesel",CO,,1.530
NEW JERSEY,"Transit Bus, Diesel",CO,,1.680
NEW MEXICO,"Transit Bus, Diesel",CO,,1.510
NEW YORK,"Transit Bus, Diesel",CO,,1.619
NORTH CAROLINA,"Transit Bus, Diesel",CO,,1.584
NORTH DAKOTA,"Transit Bus, Diesel",CO,,1.446
OHIO,"Transit Bus, Diesel",CO,,1.568
OKLAHOMA,"Transit Bus, Diesel",CO,,1.503
OREGON,"Transit Bus, Diesel",CO,,1.578
PENNSYLVANIA,"Transit Bus, Diesel",CO,,1.578
RHODE ISLAND,"Transit Bus, Diesel",CO,,1.645
SOUTH CAROLINA,"Transit Bus, Diesel",CO,,1.553
SOUTH DAKOTA,"Transit Bus, Diesel",CO,,1.408
TENNESSEE,"Transit Bus, Diesel",CO,,1.585
TEXAS,"Transit Bus, Diesel",CO,,1.592
UTAH,"Transit Bus, Diesel",CO,,1.573
VERMONT,"Transit Bus, Diesel",CO,,1.422
VIRGINIA,"Transit Bus, Diesel",CO,,1.550
WASHINGTON,"Transit Bus, Diesel",CO,,1.569
WEST VIRGINIA,"Transit Bus, Diesel",CO,,1.491
WISCONSIN,"Transit Bus, Diesel",CO,,1.509
WYOMING,"Transit Bus, Diesel",CO,,1.417
ALABAMA,"Combination Long-haul Truck, Diesel",NOx,,2.141
ALASKA,"Combination Long-haul Truck, Diesel",NOx,,2.324
ARIZONA,"Combination Long-haul Truck, Diesel",NOx,,2.331
ARKANSAS,"Combination Long-haul Truck, Diesel",NOx,,2.119
CALIFORNIA,"Combination Long-haul Truck, Diesel",NOx,,2.302
COLORADO,"Combination Long-haul Truck, Diesel",NOx,,2.328
CONNECTICUT,"Combination Long-haul Truck, Diesel",NOx,,2.406
DELAWARE,"Combination Long-haul Truck, Diesel",NOx,,2.373
DISTRICT OF COLUMBIA,"Combination Long-haul Truck, Diesel",NOx,,3.254
FLORIDA,"Combination Long-haul Truck, Diesel",NOx,,2.170
GEORGIA,"Combination Long-haul Truck, Diesel",NOx,,2.222
HAWAII,"Combination Long-haul Truck, Diesel",NOx,,2.240
IDAHO,"Combination Long-haul Truck, Diesel",NOx,,2.206
ILLINOIS,"Combination Long-haul Truck, Diesel",NOx,,2.326
INDIANA,"Combination Long-haul Truck, Diesel",NOx,,2.243
IOWA,"Combination Long-haul Truck, Diesel",NOx,,2.175
KANSAS,"Combination Long-haul Truck, Diesel",NOx,,2.154
KENTUCKY,"Combination Long-haul Truck, Diesel",NOx,,2.120
LOUISIANA,"Combination Long-haul Truck, Diesel",NOx,,2.074
MAINE,"Combination Long-haul Truck, Diesel",NOx,,2.188
MARYLAND,"Combination Long-haul Truck, Diesel",NOx,,2.347
MASSACHUSETTS,"Combination Long-haul Truck, Diesel",NOx,,2.534
MICHIGAN,"Combination Long-haul Truck, Diesel",NOx,,2.317
MINNESOTA,"Combination Long-haul Truck, Diesel",NOx,,2.285
MISSISSIPPI,"Combination Long-haul Truck, Diesel",NOx,,2.058
MISSOURI,"Combination Long-haul Truck, Diesel",NOx,,2.126
MONTANA,"Combination Long-haul Truck, Diesel",NOx,,2.172
NEBRASKA,"Combination Long-haul Truck, Diesel",NOx,,2.162
NEVADA,"Combination Long-haul Truck, Diesel",NOx,,2.388
NEW HAMPSHIRE,"Combination Long-haul Truck, Diesel",NOx,,2.270
NEW JERSEY,"Combination Long-haul Truck, Diesel",NOx,,2.472
NEW MEXICO,"Combination Long-haul Truck, Diesel",NOx,,2.214
NEW YORK,"Combination Long-haul Truck, Diesel",NOx,,2.364
NORTH CAROLINA,"Combination Long-haul Truck, Diesel",NOx,,2.215
NORTH DAKOTA,"Combination Long-haul Truck, Diesel",NOx,,2.191
OHIO,"Combination Long-haul Truck, Diesel",NOx,,2.261
OKLAHOMA,"Combination Long-haul Truck, Diesel",NOx,,2.131
OREGON,"Combination Long-haul Truck, Diesel",NOx,,2.257
PENNSYLVANIA,"Combination Long-haul Truck, Diesel",NOx,,2.256
RHODE ISLAND,"Combination Long-haul Truck, Diesel",NOx,,2.414
SOUTH CAROLINA,"Combination Long-haul Truck, Diesel",NOx,,2.120
SOUTH DAKOTA,"Combination Long-haul Truck, Diesel",NOx,,2.138
TENNESSEE,"Combination Long-haul Truck, Diesel",NOx,,2.207
TEXAS,"Combination Long-haul Truck, Diesel",NOx,,2.165
UTAH,"Combination Long-haul Truck, Diesel",NOx,,2.308
VERMONT,"Combination Long-haul Truck, Diesel",NOx,,2.161
VIRGINIA,"Combination Long-haul Truck, Diesel",NOx,,2.203
WASHINGTON,"Combination Long-haul Truck, Diesel",NOx,,2.266
WEST VIRGINIA,"Combination Long-haul Truck, Diesel",NOx,,2.163
WISCONSIN,"Combination Long-haul Truck, Diesel",NOx,,2.230
WYOMING,"Combination Long-haul Truck, Diesel",NOx,,2.165
ALABAMA,"Combination Short-haul Truck, Diesel",NOx,,2.283
ALASKA,"Combination Short-haul Truck, Diesel",NOx,,2.499
ARIZONA,"Combination Short-haul Truck, Diesel",NOx,,2.509
ARKANSAS,"Combination Short-haul Truck, Diesel",NOx,,2.239
CALIFORNIA,"Combination Short-haul Truck, Diesel",NOx,,2.437
COLORADO,"Combination Short-haul Truck, Diesel",NOx,,2.471
CONNECTICUT,"Combination Short-haul Truck, Diesel",NOx,,2.526
DELAWARE,"Combination Short-haul Truck, Diesel",NOx,,2.535
DISTRICT OF COLUMBIA,"Combination Short-haul Truck, Diesel",NOx,,3.369
FLORIDA,"Combination Short-haul Truck, Diesel",NOx,,2.353
GEORGIA,"Combination Short-haul Truck, Diesel",NOx,,2.369
HAWAII,"Combination Short-haul Truck, Diesel",NOx,,2.353
IDAHO,"Combination Short-haul Truck, Diesel",NOx,,2.337
ILLINOIS,"Combination Short-haul Truck, Diesel",NOx,,2.499
INDIANA,"Combination Short-haul Truck, Diesel",NOx,,2.397
IOWA,"Combination Short-haul Truck, Diesel",NOx,,2.295
KANSAS,"Combination Short-haul Truck, Diesel",NOx,,2.268
KENTUCKY,"Combination Short-haul Truck, Diesel",NOx,,2.239
LOUISIANA,"Combination Short-haul Truck, Diesel",NOx,,2.213
MAINE,"Combination Short-haul Truck, Diesel",NOx,,2.294
MARYLAND,"Combination Short-haul Truck, Diesel",NOx,,2.483
MASSACHUSETTS,"Combination Short-haul Truck, Diesel",NOx,,2.686
MICHIGAN,"Combination Short-haul Truck, Diesel",NOx,,2.465
MINNESOTA,"Combination Short-haul Truck, Diesel",NOx,,2.403
MISSISSIPPI,"Combination Short-haul Truck, Diesel",NOx,,2.171
MISSOURI,"Combination Short-haul Truck, Diesel",NOx,,2.221
MONTANA,"Combination Short-haul Truck, Diesel",NOx,,2.277
NEBRASKA,"Combination Short-haul Truck, Diesel",NOx,,2.276
NEVADA,"Combination Short-haul Truck, Diesel",NOx,,2.571
NEW HAMPSHIRE,"Combination Short-haul Truck, Diesel",NOx,,2.390
NEW JERSEY,"Combination Short-haul Truck, Diesel",NOx,,2.624
NEW MEXICO,"Combination Short-haul Truck, Diesel",NOx,,2.348
NEW YORK,"Combination Short-haul Truck, Diesel",NOx,,2.512
NORTH CAROLINA,"Combination Short-haul Truck, Diesel",NOx,,2.355
NORTH DAKOTA,"Combination Short-haul Truck, Diesel",NOx,,2.300
OHIO,"Combination Short-haul Truck, Diesel",NOx,,2.399
OKLAHOMA,"Combination Short-haul Truck, Diesel",NOx,,2.243
OREGON,"Combination Short-haul Truck, Diesel",NOx,,2.405
PENNSYLVANIA,"Combination Short-haul Truck, Diesel",NOx,,2.411
RHODE ISLAND,"Combination Short-haul Truck, Diesel",NOx,,2.566
SOUTH CAROLINA,"Combination Short-haul Truck, Diesel",NOx,,2.261
SOUTH DAKOTA,"Combination Short-haul Truck, Diesel",NOx,,2.228
TENNESSEE,"Combination Short-haul Truck, Diesel",NOx,,2.356
TEXAS,"Combination Short-haul Truck, Diesel",NOx,,2.295
UTAH,"Combination Short-haul Truck, Diesel",NOx,,2.458
VERMONT,"Combination Short-haul Truck, Diesel",NOx,,2.258
VIRGINIA,"Combination Short-haul Truck, Diesel",NOx,,2.336
WASHINGTON,"Combination Short-haul Truck, Diesel",NOx,,2.408
WEST VIRGINIA,"Combination Short-haul Truck, Diesel",NOx,,2.274
WISCONSIN,"Combination Short-haul Truck, Diesel",NOx,,2.349
WYOMING,"Combination Short-haul Truck, Diesel",NOx,,2.262
ALABAMA,"Light Commercial Truck, Diesel",NOx,,0.259
ALASKA,"Light Commercial Truck, Diesel",NOx,,0.269
ARIZONA,"Light Commercial Truck, Diesel",NOx,,0.303
ARKANSAS,"Light Commercial Truck, Diesel",NOx,,0.256
CALIFORNIA,"Light Commercial Truck, Diesel",NOx,,0.271
COLORADO,"Light Commercial Truck, Diesel",NOx,,0.269
CONNECTICUT,"Light Commercial Truck, Diesel",NOx,,0.276
DELAWARE,"Light Commercial Truck, Diesel",NOx,,0.272
DISTRICT OF COLUMBIA,"Light Commercial Truck, Diesel",NOx,,0.295
FLORIDA,"Light Commercial Truck, Diesel",NOx,,0.297
GEORGIA,"Light Commercial Truck, Diesel",NOx,,0.266
HAWAII,"Light Commercial Truck, Diesel",NOx,,0.291
IDAHO,"Light Commercial Truck, Diesel",NOx,,0.260
ILLINOIS,"Light Commercial Truck, Diesel",NOx,,0.273
INDIANA,"Light Commercial Truck, Diesel",NOx,,0.266
IOWA,"Light Commercial Truck, Diesel",NOx,,0.254
KANSAS,"Light Commercial Truck, Diesel",NOx,,0.257
KENTUCKY,"Light Commercial Truck, Diesel",NOx,,0.260
LOUISIANA,"Light Commercial Truck, Diesel",NOx,,0.273
MAINE,"Light Commercial Truck, Diesel",NOx,,0.252
MARYLAND,"Light Commercial Truck, Diesel",NOx,,0.273
MASSACHUSETTS,"Light Commercial Truck, Diesel",NOx,,0.281
MICHIGAN,"Light Commercial Truck, Diesel",NOx,,0.268
MINNESOTA,"Light Commercial Truck, Diesel",NOx,,0.261
MISSISSIPPI,"Light Commercial Truck, Diesel",NOx,,0.252
MISSOURI,"Light Commercial Truck, Diesel",NOx,,0.261
MONTANA,"Light Commercial Truck, Diesel",NOx,,0.252
NEBRASKA,"Light Commercial Truck, Diesel",NOx,,0.256
NEVADA,"Light Commercial Truck, Diesel",NOx,,0.276
NEW HAMPSHIRE,"Light Commercial Truck, Diesel",NOx,,0.264
NEW JERSEY,"Light Commercial Truck, Diesel",NOx,,0.279
NEW MEXICO,"Light Commercial Truck, Diesel",NOx,,0.262
NEW YORK,"Light Commercial Truck, Diesel",NOx,,0.274
NORTH CAROLINA,"Light Commercial Truck, Diesel",NOx,,0.264
NORTH DAKOTA,"Light Commercial Truck, Diesel",NOx,,0.249
OHIO,"Light Commercial Truck, Diesel",NOx,,0.268
OKLAHOMA,"Light Commercial Truck, Diesel",NOx,,0.255
OREGON,"Light Commercial Truck, Diesel",NOx,,0.265
PENNSYLVANIA,"Light Commercial Truck, Diesel",NOx,,0.270
RHODE ISLAND,"Light Commercial Truck, Diesel",NOx,,0.277
SOUTH CAROLINA,"Light Commercial Truck, Diesel",NOx,,0.260
SOUTH DAKOTA,"Light Commercial Truck, Diesel",NOx,,0.252
TENNESSEE,"Light Commercial Truck, Diesel",NOx,,0.266
TEXAS,"Light Commercial Truck, Diesel",NOx,,0.277
UTAH,"Light Commercial Truck, Diesel",NOx,,0.271
VERMONT,"Light Commercial Truck, Diesel",NOx,,0.251
VIRGINIA,"Light Commercial Truck, Diesel",NOx,,0.265
